Case,Activity,Timestamp,Resource,Injection
189,Make decision,41:42.3,Manager-000003,
,,,,
189,notify reject,43:48.6,Manager-000001,
,,,,
189,time out,48:38.6,,
,,,,
189,EVENT 13 END,48:48.6,,
,,,,
193,Check for completeness,54:35.8,Clerk-000001,
,,,,
193,New online application received,54:35.8,,
,,,,
193,Request info,02:01.0,Manager-000003,
,,,,
193,info received,05:15.2,,
,,,,
193,Check for completeness,05:25.2,Clerk-000004,
,,,,
193,Perform checks,23:35.0,Clerk-000006,
,,,,
193,Make decision,35:31.2,Manager-000005,
,,,,
193,Notify accept,41:52.6,Manager-000006,
,,,,
193,Deliver card,54:06.0,Manager-000002,
,,,,
193,EVENT 13 END,04:14.3,,
,,,,
194,Check for completeness,30:21.3,Clerk-000003,
,,,,
194,New online application received,30:21.3,,
,,,,
194,Perform checks,34:32.9,Clerk-000005,
,,,,
194,Make decision,36:43.8,Manager-000001,
,,,,
194,notify reject,39:38.0,Manager-000002,
,,,,
194,review request received,43:11.1,,
,,,,
194,Check for completeness,43:21.1,Clerk-000006,
,,,,
194,Perform checks,47:43.8,Clerk-000001,
,,,,
194,Make decision,51:07.4,Manager-000005,
,,,,
194,Notify accept,06:04.6,Manager-000006,
,,,,
194,Deliver card,27:34.9,Manager-000004,
,,,,
194,EVENT 13 END,33:00.0,,
,,,,
196,Check for completeness,39:12.0,Clerk-000002,
,,,,
196,New online application received,39:12.0,,
,,,,
196,Perform checks,01:39.6,Clerk-000001,
,,,,
196,Make decision,05:38.1,Manager-000002,
,,,,
196,notify reject,11:46.3,Manager-000004,
,,,,
196,time out,33:45.5,,
,,,,
196,EVENT 13 END,33:55.5,,
,,,,
199,Check for completeness,58:45.3,Clerk-000001,
,,,,
199,New online application received,58:45.3,,
,,,,
199,Request info,40:53.3,Manager-000005,
,,,,
199,info received,56:05.4,,
,,,,
199,Check for completeness,56:15.4,Clerk-000006,
,,,,
199,Request info,56:19.1,Manager-000004,
,,,,
199,info received,10:48.5,,
,,,,
199,Check for completeness,10:58.5,Clerk-000001,
,,,,
199,Request info,33:31.8,Manager-000001,
,,,,
199,info received,51:09.2,,
,,,,
199,Check for completeness,51:19.2,Clerk-000004,
,,,,
199,Perform checks,05:35.9,Clerk-000006,
,,,,
199,Make decision,06:58.3,Manager-000004,
,,,,
199,Notify accept,46:38.6,Manager-000006,
,,,,
199,Deliver card,03:16.3,Manager-000001,
,,,,
199,EVENT 13 END,15:59.6,,
,,,,
203,Check for completeness,40:38.8,Clerk-000005,
,,,,
203,New online application received,40:38.8,,
,,,,
203,Perform checks,40:47.9,Clerk-000001,
,,,,
203,Make decision,52:51.5,Manager-000005,
,,,,
203,notify reject,05:36.5,Manager-000002,
,,,,
203,review request received,13:37.9,,
,,,,
203,Check for completeness,13:47.9,Clerk-000003,
,,,,
203,Request info,15:58.5,Manager-000004,
,,,,
203,info received,50:54.7,,
,,,,
203,Check for completeness,51:04.7,Clerk-000002,
,,,,
203,Perform checks,51:52.5,Clerk-000005,
,,,,
203,Make decision,20:55.2,Manager-000002,
,,,,
203,Notify accept,26:45.2,Manager-000001,
,,,,
203,Deliver card,36:32.4,Manager-000003,
,,,,
203,EVENT 13 END,37:19.2,,
,,,,
208,Check for completeness,16:28.7,Clerk-000001,
,,,,
208,New online application received,16:28.7,,
,,,,
208,Request info,17:30.0,Manager-000001,
,,,,
208,info received,19:04.9,,
,,,,
208,Check for completeness,19:14.9,Clerk-000002,
,,,,
208,Perform checks,29:31.5,Clerk-000003,
,,,,
208,Make decision,54:43.9,Manager-000002,
,,,,
208,notify reject,05:42.7,Manager-000005,
,,,,
208,review request received,31:12.6,,
,,,,
208,Check for completeness,31:22.6,Clerk-000004,
,,,,
208,Request info,56:48.4,Manager-000002,
,,,,
208,info received,57:43.7,,
,,,,
208,Check for completeness,57:53.7,Clerk-000006,
,,,,
208,Perform checks,02:25.8,Clerk-000001,
,,,,
208,Make decision,11:56.4,Manager-000004,
,,,,
208,notify reject,18:14.1,Manager-000002,
,,,,
208,review request received,26:10.6,,
,,,,
208,Check for completeness,26:20.6,Clerk-000005,
,,,,
208,Perform checks,29:15.5,Clerk-000002,
,,,,
208,Make decision,36:45.6,Manager-000006,
,,,,
208,notify reject,41:12.6,Manager-000001,
,,,,
208,review request received,42:12.1,,
,,,,
208,Check for completeness,42:22.1,Clerk-000005,
,,,,
208,Perform checks,51:29.7,Clerk-000006,
,,,,
208,Make decision,52:01.9,Manager-000002,
,,,,
208,notify reject,04:49.2,Manager-000003,
,,,,
208,time out,12:36.9,,
,,,,
208,EVENT 13 END,12:46.9,,
,,,,
210,Check for completeness,38:03.2,Clerk-000001,
,,,,
210,New online application received,38:03.2,,
,,,,
210,Perform checks,38:37.7,Clerk-000002,
,,,,
210,Make decision,39:32.2,Manager-000004,
,,,,
210,notify reject,43:56.8,Manager-000005,
,,,,
210,review request received,44:49.3,,
,,,,
210,Check for completeness,44:59.3,Clerk-000001,
,,,,
210,Perform checks,47:03.4,Clerk-000005,
,,,,
210,Make decision,53:29.7,Manager-000001,
,,,,
210,Notify accept,04:16.3,Manager-000006,
,,,,
210,Deliver card,18:39.7,Manager-000003,
,,,,
210,EVENT 13 END,22:57.5,,
,,,,
215,Check for completeness,59:07.8,Clerk-000001,
,,,,
215,New online application received,59:07.8,,
,,,,
215,Request info,10:02.1,Manager-000002,
,,,,
215,info received,26:43.9,,
,,,,
215,Check for completeness,26:53.9,Clerk-000004,
,,,,
215,Request info,36:39.5,Manager-000005,
,,,,
215,info received,36:47.2,,
,,,,
215,Check for completeness,36:57.2,Clerk-000003,
,,,,
215,Request info,43:06.2,Manager-000002,
,,,,
215,info received,49:49.2,,
,,,,
215,Check for completeness,49:59.2,Clerk-000005,
,,,,
215,Request info,00:00.6,Manager-000002,
,,,,
215,info received,12:25.6,,
,,,,
215,Check for completeness,12:35.6,Clerk-000006,
,,,,
215,Request info,14:04.6,Manager-000003,
,,,,
215,info received,31:08.4,,
,,,,
215,Check for completeness,31:18.4,Clerk-000002,
,,,,
215,Perform checks,40:45.8,Clerk-000001,
,,,,
215,Make decision,02:51.7,Manager-000004,
,,,,
215,Notify accept,26:01.6,Manager-000003,
,,,,
215,Deliver card,42:03.6,Manager-000005,
,,,,
215,EVENT 13 END,04:41.8,,
,,,,
227,Check for completeness,12:55.5,Clerk-000005,
,,,,
227,New online application received,12:55.5,,
,,,,
227,Perform checks,26:49.4,Clerk-000006,
,,,,
227,Make decision,27:48.5,Manager-000005,
,,,,
227,Notify accept,36:45.0,Manager-000004,
,,,,
227,Deliver card,40:17.9,Manager-000001,
,,,,
227,EVENT 13 END,47:54.6,,
,,,,
230,Check for completeness,47:32.9,Clerk-000006,
,,,,
230,New online application received,47:32.9,,
,,,,
230,Perform checks,51:04.9,Clerk-000001,
,,,,
230,Make decision,56:50.2,Manager-000001,
,,,,
230,notify reject,18:39.7,Manager-000005,
,,,,
230,time out,28:52.7,,
,,,,
230,EVENT 13 END,29:02.7,,
,,,,
237,Check for completeness,41:46.9,Clerk-000001,
,,,,
237,New online application received,41:46.9,,
,,,,
237,Request info,03:33.5,Manager-000004,
,,,,
237,info received,08:20.7,,
,,,,
237,Check for completeness,08:30.7,Clerk-000005,
,,,,
237,Perform checks,09:00.3,Clerk-000003,
,,,,
237,Make decision,12:17.2,Manager-000002,
,,,,
237,Notify accept,14:55.2,Manager-000005,
,,,,
237,Deliver card,16:01.5,Manager-000001,
,,,,
237,EVENT 13 END,17:00.0,,
,,,,
250,Check for completeness,06:40.4,Clerk-000002,
,,,,
250,New online application received,06:40.4,,
,,,,
250,Request info,14:26.9,Manager-000004,
,,,,
250,info received,14:31.9,,
,,,,
250,Check for completeness,14:41.9,Clerk-000005,
,,,,
250,Perform checks,27:55.3,Clerk-000003,
,,,,
250,Make decision,30:10.4,Manager-000001,
,,,,
250,Notify accept,35:13.9,Manager-000002,
,,,,
250,Deliver card,36:41.0,Manager-000006,
,,,,
250,EVENT 13 END,41:39.2,,
,,,,
254,Check for completeness,26:49.9,Clerk-000001,
,,,,
254,New online application received,26:49.9,,
,,,,
254,Request info,29:18.0,Manager-000005,
,,,,
254,info received,40:59.1,,
,,,,
254,Check for completeness,41:09.1,Clerk-000004,
,,,,
254,Perform checks,46:38.3,Clerk-000002,
,,,,
254,Make decision,48:49.3,Manager-000006,
,,,,
254,notify reject,52:35.7,Manager-000001,
,,,,
254,time out,55:36.7,,
,,,,
254,EVENT 13 END,55:46.7,,
,,,,
256,Check for completeness,14:23.5,Clerk-000005,
,,,,
256,New online application received,14:23.5,,
,,,,
256,Perform checks,35:43.5,Clerk-000006,
,,,,
256,Make decision,35:44.7,Manager-000001,
,,,,
256,notify reject,41:52.8,Manager-000002,
,,,,
256,time out,53:29.4,,
,,,,
256,EVENT 13 END,53:39.4,,
,,,,
262,Check for completeness,05:43.9,Clerk-000003,
,,,,
262,New online application received,05:43.9,,
,,,,
262,Perform checks,13:37.4,Clerk-000002,
,,,,
262,Make decision,21:28.7,Manager-000005,
,,,,
262,Notify accept,24:25.1,Manager-000002,
,,,,
262,Deliver card,35:30.2,Manager-000001,
,,,,
262,EVENT 13 END,44:21.1,,
,,,,
277,Check for completeness,22:12.6,Clerk-000003,
,,,,
277,New online application received,22:12.6,,
,,,,
277,Perform checks,26:59.1,Clerk-000002,
,,,,
277,Make decision,38:02.3,Manager-000005,
,,,,
277,notify reject,39:38.3,Manager-000006,
,,,,
277,review request received,46:57.2,,
,,,,
277,Check for completeness,47:07.2,Clerk-000003,
,,,,
277,Perform checks,52:41.6,Clerk-000001,
,,,,
277,Make decision,53:25.1,Manager-000002,
,,,,
277,notify reject,55:27.5,Manager-000006,
,,,,
277,time out,08:50.3,,
,,,,
277,EVENT 13 END,09:00.3,,
,,,,
281,Check for completeness,58:47.7,Clerk-000004,
,,,,
281,New online application received,58:47.7,,
,,,,
281,Request info,06:16.1,Manager-000005,
,,,,
281,info received,07:03.0,,
,,,,
281,Check for completeness,07:13.0,Clerk-000006,
,,,,
281,Request info,09:45.0,Manager-000006,
,,,,
281,info received,21:42.3,,
,,,,
281,Check for completeness,21:52.3,Clerk-000003,
,,,,
281,Request info,23:32.6,Manager-000002,
,,,,
281,info received,25:31.6,,
,,,,
281,Check for completeness,25:41.6,Clerk-000002,
,,,,
281,Perform checks,31:10.0,Clerk-000006,
,,,,
281,Make decision,36:33.3,Manager-000002,
,,,,
281,notify reject,52:09.2,Manager-000004,
,,,,
281,time out,52:47.4,,
,,,,
281,EVENT 13 END,52:57.4,,
,,,,
285,Check for completeness,20:09.7,Clerk-000001,
,,,,
285,New online application received,20:09.7,,
,,,,
285,Request info,25:42.7,Manager-000006,
,,,,
285,info received,39:04.3,,
,,,,
285,Check for completeness,39:14.3,Clerk-000006,
,,,,
285,Request info,39:42.9,Manager-000002,
,,,,
285,info received,45:54.0,,
,,,,
285,Check for completeness,46:04.0,Clerk-000003,
,,,,
285,Perform checks,48:57.6,Clerk-000001,
,,,,
285,Make decision,59:11.3,Manager-000005,
,,,,
285,notify reject,03:05.6,Manager-000002,
,,,,
285,review request received,04:33.1,,
,,,,
285,Check for completeness,04:43.1,Clerk-000002,
,,,,
285,Request info,07:46.5,Manager-000001,
,,,,
285,info received,23:13.0,,
,,,,
285,Check for completeness,23:23.0,Clerk-000002,
,,,,
285,Request info,24:39.1,Manager-000004,
,,,,
285,info received,40:54.5,,
,,,,
285,Check for completeness,41:04.5,Clerk-000006,
,,,,
285,Perform checks,12:26.0,Clerk-000003,
,,,,
285,Make decision,18:59.2,Manager-000003,
,,,,
285,notify reject,19:42.7,Manager-000005,
,,,,
285,time out,20:31.1,,
,,,,
285,EVENT 13 END,20:41.1,,
,,,,
288,Check for completeness,16:18.6,Clerk-000004,
,,,,
288,New online application received,16:18.6,,
,,,,
288,Request info,17:51.9,Manager-000005,
,,,,
288,info received,25:44.4,,
,,,,
288,Check for completeness,25:54.4,Clerk-000006,
,,,,
288,Request info,27:14.1,Manager-000006,
,,,,
288,info received,37:19.1,,
,,,,
288,Check for completeness,37:29.1,Clerk-000003,
,,,,
288,Perform checks,40:32.7,Clerk-000001,
,,,,
288,Make decision,48:07.6,Manager-000004,
,,,,
288,notify reject,48:54.9,Manager-000001,
,,,,
288,time out,55:16.2,,
,,,,
288,EVENT 13 END,55:26.2,,
,,,,
292,Check for completeness,28:20.7,Clerk-000004,
,,,,
292,New online application received,28:20.7,,
,,,,
292,Request info,33:19.6,Manager-000005,
,,,,
292,info received,34:10.9,,
,,,,
292,Check for completeness,34:20.9,Clerk-000006,
,,,,
292,Perform checks,40:23.3,Clerk-000003,
,,,,
292,Make decision,41:22.8,Manager-000001,
,,,,
292,notify reject,58:51.2,Manager-000002,
,,,,
292,review request received,03:58.9,,
,,,,
292,Check for completeness,04:08.9,Clerk-000001,
,,,,
292,Request info,05:04.0,Manager-000005,
,,,,
292,info received,18:05.9,,
,,,,
292,Check for completeness,18:15.9,Clerk-000004,
,,,,
292,Perform checks,29:16.8,Clerk-000002,
,,,,
292,Make decision,32:40.8,Manager-000004,
,,,,
292,Notify accept,37:53.4,Manager-000001,
,,,,
292,Deliver card,53:28.3,Manager-000006,
,,,,
292,EVENT 13 END,54:58.1,,
,,,,
294,Check for completeness,19:14.8,Clerk-000001,
,,,,
294,New online application received,19:14.8,,
,,,,
294,Request info,23:33.2,Manager-000004,
,,,,
294,info received,27:10.4,,
,,,,
294,Check for completeness,27:20.4,Clerk-000004,
,,,,
294,Request info,29:52.1,Manager-000001,
,,,,
294,info received,40:35.3,,
,,,,
294,Check for completeness,40:45.3,Clerk-000002,
,,,,
294,Request info,48:02.9,Manager-000006,
,,,,
294,info received,51:08.4,,
,,,,
294,Check for completeness,51:18.4,Clerk-000005,
,,,,
294,Perform checks,07:47.9,Clerk-000006,
,,,,
294,Make decision,13:04.8,Manager-000002,
,,,,
294,Notify accept,17:28.7,Manager-000003,
,,,,
294,Deliver card,19:42.4,Manager-000005,
,,,,
294,EVENT 13 END,23:09.0,,
,,,,
297,Check for completeness,23:18.0,Clerk-000001,
,,,,
297,New online application received,23:18.0,,
,,,,
297,Request info,23:32.5,Manager-000003,
,,,,
297,info received,39:01.6,,
,,,,
297,Check for completeness,39:11.6,Clerk-000004,
,,,,
297,Request info,39:17.4,Manager-000005,
,,,,
297,info received,52:46.2,,
,,,,
297,Check for completeness,52:56.2,Clerk-000002,
,,,,
297,Perform checks,54:56.8,Clerk-000005,
,,,,
297,Make decision,14:26.7,Manager-000004,
,,,,
297,notify reject,26:37.5,Manager-000001,
,,,,
297,review request received,37:13.7,,
,,,,
297,Check for completeness,37:23.7,Clerk-000004,
,,,,
297,Request info,40:02.9,Manager-000006,
,,,,
297,info received,46:13.0,,
,,,,
297,Check for completeness,46:23.0,Clerk-000006,
,,,,
297,Request info,48:25.0,Manager-000005,
,,,,
297,info received,52:17.0,,
,,,,
297,Check for completeness,52:27.0,Clerk-000002,
,,,,
297,Perform checks,16:46.6,Clerk-000003,
,,,,
297,Make decision,39:23.3,Manager-000002,
,,,,
297,Notify accept,40:47.3,Manager-000003,
,,,,
297,Deliver card,42:53.9,Manager-000004,
,,,,
297,EVENT 13 END,01:36.2,,
,,,,
300,Check for completeness,56:33.3,Clerk-000001,
,,,,
300,New online application received,56:33.3,,
,,,,
300,Request info,08:49.8,Manager-000002,
,,,,
300,info received,21:40.5,,
,,,,
300,Check for completeness,21:50.5,Clerk-000003,
,,,,
300,Request info,27:00.2,Manager-000006,
,,,,
300,info received,36:00.8,,
,,,,
300,Check for completeness,36:10.8,Clerk-000006,
,,,,
300,Perform checks,54:42.3,Clerk-000003,
,,,,
300,Make decision,03:08.8,Manager-000001,
,,,,
300,notify reject,41:27.0,Manager-000006,
,,,,
300,time out,53:53.1,,
,,,,
300,EVENT 13 END,54:03.1,,
,,,,
304,Check for completeness,11:09.1,Clerk-000002,
,,,,
304,New online application received,11:09.1,,
,,,,
304,Request info,21:54.9,Manager-000006,
,,,,
304,info received,29:36.9,,
,,,,
304,Check for completeness,29:46.9,Clerk-000003,
,,,,
304,Perform checks,35:16.5,Clerk-000001,
,,,,
304,Make decision,40:50.1,Manager-000002,
,,,,
304,notify reject,02:57.2,Manager-000004,
,,,,
304,time out,19:51.0,,
,,,,
304,EVENT 13 END,20:01.0,,
,,,,
305,Check for completeness,02:19.7,Clerk-000002,
,,,,
305,New online application received,02:19.7,,
,,,,
305,Request info,16:32.4,Manager-000005,
,,,,
305,info received,28:05.3,,
,,,,
305,Check for completeness,28:15.3,Clerk-000005,
,,,,
305,Perform checks,28:45.4,Clerk-000004,
,,,,
305,Make decision,41:15.0,Manager-000003,
,,,,
305,notify reject,59:25.9,Manager-000001,
,,,,
305,review request received,03:36.2,,
,,,,
305,Check for completeness,03:46.2,Clerk-000006,
,,,,
305,Request info,06:45.7,Manager-000006,
,,,,
305,info received,32:26.6,,
,,,,
305,Check for completeness,32:36.6,Clerk-000005,
,,,,
305,Perform checks,40:34.5,Clerk-000001,
,,,,
305,Make decision,11:22.2,Manager-000004,
,,,,
305,notify reject,14:10.1,Manager-000005,
,,,,
305,review request received,49:40.5,,
,,,,
305,Check for completeness,49:50.5,Clerk-000005,
,,,,
305,Request info,20:34.0,Manager-000004,
,,,,
305,info received,33:09.6,,
,,,,
305,Check for completeness,33:19.6,Clerk-000004,
,,,,
305,Request info,58:40.0,Manager-000002,
,,,,
305,info received,20:00.7,,
,,,,
305,Check for completeness,20:10.7,Clerk-000001,
,,,,
305,Perform checks,34:45.8,Clerk-000002,
,,,,
305,Make decision,36:01.5,Manager-000005,
,,,,
305,notify reject,37:41.2,Manager-000001,
,,,,
305,review request received,44:03.1,,
,,,,
305,Check for completeness,44:13.1,Clerk-000005,
,,,,
305,Request info,10:19.7,Manager-000004,
,,,,
305,info received,25:31.9,,
,,,,
305,Check for completeness,25:41.9,Clerk-000004,
,,,,
305,Perform checks,29:12.5,Clerk-000006,
,,,,
305,Make decision,05:48.1,Manager-000005,
,,,,
305,notify reject,23:21.2,Manager-000001,
,,,,
305,time out,32:55.6,,
,,,,
305,EVENT 13 END,33:05.6,,
,,,,
308,Check for completeness,31:47.9,Clerk-000002,
,,,,
308,New online application received,31:47.9,,
,,,,
308,Perform checks,33:13.6,Clerk-000004,
,,,,
308,Make decision,41:07.2,Manager-000005,
,,,,
308,notify reject,55:50.9,Manager-000001,
,,,,
308,time out,05:34.5,,
,,,,
308,EVENT 13 END,05:44.5,,
,,,,
310,Check for completeness,15:46.5,Clerk-000006,
,,,,
310,New online application received,15:46.5,,
,,,,
310,Perform checks,26:33.3,Clerk-000003,
,,,,
310,Make decision,48:26.1,Manager-000006,
,,,,
310,Notify accept,51:07.7,Manager-000003,
,,,,
310,Deliver card,11:40.2,Manager-000002,
,,,,
310,EVENT 13 END,21:25.2,,
,,,,
313,Check for completeness,46:41.2,Clerk-000003,
,,,,
313,New online application received,46:41.2,,
,,,,
313,Perform checks,53:42.7,Clerk-000005,
,,,,
313,Make decision,55:08.8,Manager-000002,
,,,,
313,notify reject,13:01.9,Manager-000001,
,,,,
313,time out,13:16.8,,
,,,,
313,EVENT 13 END,13:26.8,,
,,,,
325,Check for completeness,03:47.9,Clerk-000005,
,,,,
325,New online application received,03:47.9,,
,,,,
325,Request info,15:00.8,Manager-000001,
,,,,
325,info received,35:11.8,,
,,,,
325,Check for completeness,35:21.8,Clerk-000002,
,,,,
325,Request info,38:28.8,Manager-000004,
,,,,
325,info received,03:47.9,,
,,,,
325,Check for completeness,03:57.9,Clerk-000004,
,,,,
325,Perform checks,19:48.1,Clerk-000006,
,,,,
325,Make decision,32:20.2,Manager-000005,
,,,,
325,notify reject,33:37.6,Manager-000002,
,,,,
325,review request received,41:48.2,,
,,,,
325,Check for completeness,41:58.2,Clerk-000002,
