Case,Activity,Timestamp,Resource,Injection,Aug,augmented_activity,semantic_reason,resource,case,diagnose
118.0,Make decision,NaT,Manager-000001,,0,,,,,
118.0,Notify accept,NaT,Manager-000006,,0,,,,,
118.0,Deliver card,NaT,Manager-000005,,0,,,,,
118.0,EVENT 13 END,NaT,,,0,,,,,
118.0,Perform checks,NaT,Clerk-000003,,1,Make decision,Random swap,,,
118.0,Make decision,NaT,Manager-000001,,1,Perform checks,Random swap,,,
119.0,Make decision,2025-05-31 05:12:48,Manager-000001,,0,,,,,
119.0,notify reject,2025-05-31 11:28:00,Manager-000006,,0,,,,,
119.0,time out,2025-05-31 13:00:30,,,0,,,,,
119.0,EVENT 13 END,2025-05-31 13:10:30,,,0,,,,,
119.0,EVENT 13 END,2025-05-31 13:10:30,,,1,EVENT 13 END,Random delete (for augmentation only),,,
119.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
119.0,New online application received,NaT,,,0,,,,,
119.0,Perform checks,NaT,Clerk-000004,,0,,,,,
123.0,Perform checks,2025-05-31 06:34:00,Clerk-000003,,0,,,,,
123.0,Make decision,2025-05-31 20:40:12,Manager-000004,,0,,,,,
123.0,Notify accept,NaT,Manager-000001,,0,,,,,
123.0,Deliver card,NaT,Manager-000006,,0,,,,,
123.0,EVENT 13 END,NaT,,,0,,,,,
123.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
123.0,New online application received,NaT,,,0,,,,,
125.0,time out,2025-05-31 11:26:24,,,0,,,,,
125.0,EVENT 13 END,2025-05-31 11:36:24,,,0,,,,,
125.0,Check for completeness,2025-05-31 17:49:24,Clerk-000006,,0,,,,,
125.0,New online application received,2025-05-31 17:49:24,,,0,,,,,
125.0,Perform checks,NaT,Clerk-000005,,0,,,,,
125.0,Make decision,NaT,Manager-000006,,0,,,,,
125.0,notify reject,NaT,Manager-000005,,0,,,,,
125.0,review request received,NaT,,,0,,,,,
125.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
125.0,Request info,NaT,Manager-000003,,0,,,,,
125.0,info received,NaT,,,0,,,,,
125.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
125.0,Perform checks,NaT,Clerk-000006,,0,,,,,
125.0,Make decision,NaT,Manager-000001,,0,,,,,
125.0,notify reject,NaT,Manager-000006,,0,,,,,
125.0,notify reject,NaT,Manager-000005,,1,notify reject,Random delete (for augmentation only),,,
125.0,Make decision,NaT,Manager-000006,,1,Make decision,Random delete (for augmentation only),,,
127.0,Request info,2025-05-31 01:31:48,Manager-000005,,0,,,,,
127.0,review request received,2025-05-31 01:57:06,,,0,,,,,
127.0,Check for completeness,2025-05-31 02:07:06,Clerk-000005,,0,,,,,
127.0,Deliver card,2025-05-31 04:00:54,Manager-000001,,0,,,,,
127.0,EVENT 13 END,2025-05-31 15:07:12,,,0,,,,,
127.0,Perform checks,2025-05-31 15:17:12,Clerk-000003,,0,,,,,
127.0,info received,2025-05-31 18:15:54,,,0,,,,,
127.0,Check for completeness,2025-05-31 18:25:54,Clerk-000003,,0,,,,,
127.0,Check for completeness,2025-05-31 18:25:54,Clerk-000003,,1,Check for completeness,Random delete (for augmentation only),,,
127.0,Request info,2025-05-31 18:46:24,Manager-000002,,0,,,,,
127.0,info received,NaT,,,0,,,,,
127.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
127.0,Perform checks,NaT,Clerk-000004,,0,,,,,
127.0,Make decision,NaT,Manager-000003,,0,,,,,
127.0,Make decision,NaT,Manager-000003,,0,,,,,
127.0,Notify accept,NaT,Manager-000004,,0,,,,,
127.0,notify reject,NaT,Manager-000001,,0,,,,,
127.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
127.0,New online application received,NaT,,,0,,,,,
127.0,Check for completeness,NaT,Clerk-000002,,1,Perform checks,Random swap,,,
127.0,Perform checks,NaT,Clerk-000004,,1,Check for completeness,Random swap,,,
127.0,Check for completeness,NaT,Clerk-000005,,1,Check for completeness,Random delete (for augmentation only),,,
131.0,Perform checks,2025-05-31 01:56:36,Clerk-000002,,0,,,,,
131.0,Make decision,2025-05-31 16:23:54,Manager-000002,,0,,,,,
131.0,notify reject,NaT,Manager-000003,,0,,,,,
131.0,info received,NaT,,,0,,,,,
131.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
131.0,time out,NaT,,,0,,,,,
131.0,EVENT 13 END,NaT,,,0,,,,,
131.0,Request info,NaT,Manager-000002,,0,,,,,
131.0,info received,NaT,,,0,,,,,
131.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
131.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
131.0,New online application received,NaT,,,0,,,,,
131.0,Request info,NaT,Manager-000006,,0,,,,,
131.0,Request info,NaT,Manager-000001,,0,,,,,
131.0,info received,NaT,,,0,,,,,
131.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
131.0,Request info,NaT,Manager-000006,,1,Request info,Random delete (for augmentation only),,,
131.0,info received,NaT,,,1,Check for completeness,Random swap,,,
131.0,Check for completeness,NaT,Clerk-000001,,1,info received,Random swap,,,
138.0,EVENT 13 END,2025-05-31 08:08:54,,,0,,,,,
138.0,EVENT 13 END,2025-05-31 08:08:54,,,1,EVENT 13 END,Random delete (for augmentation only),,,
138.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
138.0,New online application received,NaT,,,0,,,,,
138.0,Perform checks,NaT,Clerk-000006,,0,,,,,
138.0,Make decision,NaT,Manager-000005,,0,,,,,
138.0,Notify accept,NaT,Manager-000002,,0,,,,,
138.0,Deliver card,NaT,Manager-000004,,0,,,,,
138.0,Deliver card,NaT,Manager-000004,,1,Deliver card,Random delete (for augmentation only),,,
142.0,Check for completeness,2025-05-31 00:08:24,Clerk-000005,,0,,,,,
142.0,New online application received,2025-05-31 00:08:24,,,0,,,,,
142.0,Request info,2025-05-31 01:24:36,Manager-000002,,0,,,,,
142.0,info received,2025-05-31 02:34:18,,,0,,,,,
142.0,Check for completeness,2025-05-31 02:44:18,Clerk-000002,,0,,,,,
142.0,Request info,2025-05-31 06:33:42,Manager-000002,,0,,,,,
142.0,Request info,2025-05-31 07:38:06,Manager-000002,,0,,,,,
142.0,Request info,2025-05-31 09:00:42,Manager-000005,,0,,,,,
142.0,info received,2025-05-31 10:00:48,,,0,,,,,
142.0,Check for completeness,2025-05-31 10:10:48,Clerk-000002,,0,,,,,
142.0,info received,2025-05-31 12:57:18,,,0,,,,,
142.0,Check for completeness,2025-05-31 13:07:18,Clerk-000001,,0,,,,,
142.0,Request info,2025-05-31 15:32:00,Manager-000001,,0,,,,,
142.0,info received,2025-05-31 19:06:18,,,0,,,,,
142.0,Check for completeness,2025-05-31 19:16:18,Clerk-000006,,0,,,,,
142.0,info received,2025-05-31 21:41:24,,,0,,,,,
142.0,Check for completeness,2025-05-31 21:51:24,Clerk-000003,,0,,,,,
142.0,Perform checks,2025-05-31 23:50:18,Clerk-000002,,0,,,,,
142.0,Request info,NaT,Manager-000003,,0,,,,,
142.0,Make decision,NaT,Manager-000005,,0,,,,,
142.0,notify reject,NaT,Manager-000004,,0,,,,,
142.0,Request info,NaT,Manager-000003,,0,,,,,
142.0,time out,NaT,,,0,,,,,
142.0,EVENT 13 END,NaT,,,0,,,,,
142.0,info received,NaT,,,0,,,,,
142.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
142.0,info received,NaT,,,0,,,,,
142.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
142.0,Request info,NaT,Manager-000004,,0,,,,,
142.0,info received,NaT,,,0,,,,,
142.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
142.0,Request info,NaT,Manager-000001,,0,,,,,
142.0,info received,NaT,,,0,,,,,
142.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
142.0,info received,NaT,,,1,Check for completeness,Random swap,,,
142.0,Check for completeness,NaT,Clerk-000001,,1,info received,Random swap,,,
142.0,Request info,NaT,Manager-000003,,1,Make decision,Random swap,,,
142.0,Make decision,NaT,Manager-000005,,1,Request info,Random swap,,,
142.0,time out,NaT,,,1,time out,Random delete (for augmentation only),,,
142.0,Check for completeness,NaT,Clerk-000004,,1,Check for completeness,Random delete (for augmentation only),,,
142.0,Request info,NaT,Manager-000003,,1,Request info,Random delete (for augmentation only),,,
142.0,Check for completeness,NaT,Clerk-000001,,1,Request info,Random swap,,,
142.0,Request info,NaT,Manager-000001,,1,Check for completeness,Random swap,,,
143.0,Request info,2025-05-31 00:08:54,Manager-000005,,0,,,,,
143.0,Request info,2025-05-31 00:08:54,Manager-000005,,1,Request info,Random delete (for augmentation only),,,
143.0,info received,2025-05-31 02:17:12,,,0,,,,,
143.0,info received,2025-05-31 02:17:12,,,1,Check for completeness,Random swap,,,
143.0,Check for completeness,2025-05-31 02:27:12,Clerk-000003,,0,,,,,
143.0,Check for completeness,2025-05-31 02:27:12,Clerk-000003,,1,info received,Random swap,,,
143.0,Perform checks,2025-05-31 13:31:00,Clerk-000005,,0,,,,,
143.0,info received,2025-05-31 14:16:30,,,0,,,,,
143.0,Check for completeness,2025-05-31 14:26:30,Clerk-000003,,0,,,,,
143.0,Deliver card,2025-05-31 20:31:12,Manager-000005,,0,,,,,
143.0,EVENT 13 END,2025-05-31 20:45:24,,,0,,,,,
143.0,EVENT 13 END,2025-05-31 20:45:24,,,1,Make decision,Random swap,,,
143.0,Make decision,NaT,Manager-000006,,0,,,,,
143.0,Request info,NaT,Manager-000001,,0,,,,,
143.0,Notify accept,NaT,Manager-000001,,0,,,,,
143.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
143.0,New online application received,NaT,,,0,,,,,
143.0,Request info,NaT,Manager-000006,,0,,,,,
143.0,info received,NaT,,,0,,,,,
143.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
143.0,Request info,NaT,Manager-000001,,1,Request info,Random delete (for augmentation only),,,
143.0,Make decision,NaT,Manager-000006,,1,EVENT 13 END,Random swap,,,
145.0,Request info,2025-05-31 03:00:54,Manager-000006,,0,,,,,
145.0,Perform checks,2025-05-31 06:16:06,Clerk-000001,,0,,,,,
145.0,Perform checks,2025-05-31 06:16:06,Clerk-000001,,1,Request info,Random swap,,,
145.0,Request info,2025-05-31 06:46:24,Manager-000001,,0,,,,,
145.0,Request info,2025-05-31 06:46:24,Manager-000001,,1,Perform checks,Random swap,,,
145.0,Make decision,2025-05-31 13:00:00,Manager-000003,,0,,,,,
145.0,Check for completeness,2025-05-31 14:16:24,Clerk-000004,,0,,,,,
145.0,New online application received,2025-05-31 14:16:24,,,0,,,,,
145.0,Request info,2025-05-31 14:29:18,Manager-000003,,0,,,,,
145.0,Notify accept,2025-05-31 19:10:54,Manager-000001,,0,,,,,
145.0,Notify accept,2025-05-31 19:10:54,Manager-000001,,1,Notify accept,Random delete (for augmentation only),,,
145.0,notify reject,NaT,Manager-000004,,0,,,,,
145.0,info received,NaT,,,0,,,,,
145.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
145.0,info received,NaT,,,0,,,,,
145.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
145.0,info received,NaT,,,0,,,,,
145.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
145.0,Deliver card,NaT,Manager-000004,,0,,,,,
145.0,EVENT 13 END,NaT,,,0,,,,,
145.0,Perform checks,NaT,Clerk-000006,,0,,,,,
145.0,review request received,NaT,,,0,,,,,
145.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
145.0,Request info,NaT,Manager-000002,,0,,,,,
145.0,Request info,NaT,Manager-000006,,0,,,,,
145.0,Make decision,NaT,Manager-000005,,0,,,,,
145.0,info received,NaT,,,0,,,,,
145.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
145.0,info received,NaT,,,0,,,,,
145.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
145.0,Check for completeness,NaT,Clerk-000001,,1,info received,Random swap,,,
145.0,info received,NaT,,,1,Check for completeness,Random swap,,,
145.0,review request received,NaT,,,1,Check for completeness,Random swap,,,
145.0,Check for completeness,NaT,Clerk-000006,,1,review request received,Random swap,,,
145.0,Check for completeness,NaT,Clerk-000006,,1,Check for completeness,Random delete (for augmentation only),,,
148.0,Check for completeness,2025-05-31 18:18:36,Clerk-000003,,0,,,,,
148.0,New online application received,2025-05-31 18:18:36,,,0,,,,,
148.0,Perform checks,NaT,Clerk-000001,,0,,,,,
148.0,Make decision,NaT,Manager-000002,,0,,,,,
148.0,Notify accept,NaT,Manager-000005,,0,,,,,
148.0,Deliver card,NaT,Manager-000004,,0,,,,,
148.0,EVENT 13 END,NaT,,,0,,,,,
148.0,Perform checks,NaT,Clerk-000001,,1,Perform checks,Random delete (for augmentation only),,,
148.0,EVENT 13 END,NaT,,,1,EVENT 13 END,Random delete (for augmentation only),,,
152.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
152.0,New online application received,NaT,,,0,,,,,
152.0,Perform checks,NaT,Clerk-000005,,0,,,,,
152.0,Make decision,NaT,Manager-000003,,0,,,,,
152.0,notify reject,NaT,Manager-000006,,0,,,,,
152.0,time out,NaT,,,0,,,,,
152.0,EVENT 13 END,NaT,,,0,,,,,
152.0,Perform checks,NaT,Clerk-000005,,1,Make decision,Random swap,,,
152.0,Make decision,NaT,Manager-000003,,1,Perform checks,Random swap,,,
168.0,Make decision,2025-05-31 00:37:30,Manager-000005,,0,,,,,
168.0,notify reject,2025-05-31 04:16:36,Manager-000003,,0,,,,,
168.0,time out,2025-05-31 16:04:24,,,0,,,,,
168.0,time out,2025-05-31 16:04:24,,,1,time out,Random delete (for augmentation only),,,
168.0,EVENT 13 END,2025-05-31 16:14:24,,,0,,,,,
168.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
168.0,New online application received,NaT,,,0,,,,,
168.0,Perform checks,NaT,Clerk-000003,,0,,,,,
169.0,Check for completeness,2025-05-31 01:45:42,Clerk-000005,,0,,,,,
169.0,New online application received,2025-05-31 01:45:42,,,0,,,,,
169.0,Check for completeness,2025-05-31 01:45:42,Clerk-000005,,1,Check for completeness,Random delete (for augmentation only),,,
169.0,Perform checks,2025-05-31 05:19:18,Clerk-000006,,0,,,,,
169.0,Make decision,2025-05-31 09:57:36,Manager-000002,,0,,,,,
169.0,Notify accept,2025-05-31 20:09:48,Manager-000001,,0,,,,,
169.0,Deliver card,2025-05-31 20:11:06,Manager-000005,,0,,,,,
169.0,EVENT 13 END,NaT,,,0,,,,,
177.0,Check for completeness,2025-05-31 22:43:48,Clerk-000004,,0,,,,,
177.0,New online application received,2025-05-31 22:43:48,,,0,,,,,
177.0,New online application received,2025-05-31 22:43:48,,,1,New online application received,Random delete (for augmentation only),,,
177.0,Deliver card,NaT,Manager-000005,,0,,,,,
177.0,EVENT 13 END,NaT,,,0,,,,,
177.0,Request info,NaT,Manager-000006,,0,,,,,
177.0,info received,NaT,,,0,,,,,
177.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
177.0,Perform checks,NaT,Clerk-000002,,0,,,,,
177.0,Make decision,NaT,Manager-000003,,0,,,,,
177.0,Notify accept,NaT,Manager-000006,,0,,,,,
177.0,info received,NaT,,,1,info received,Random delete (for augmentation only),,,
180.0,Make decision,2025-05-31 00:39:12,Manager-000004,,0,,,,,
180.0,notify reject,2025-05-31 05:03:36,Manager-000003,,0,,,,,
180.0,review request received,2025-05-31 06:55:30,,,0,,,,,
180.0,Check for completeness,2025-05-31 07:05:30,Clerk-000005,,0,,,,,
180.0,Perform checks,2025-05-31 19:45:42,Clerk-000001,,0,,,,,
180.0,Make decision,NaT,Manager-000004,,0,,,,,
180.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
180.0,New online application received,NaT,,,0,,,,,
180.0,Notify accept,NaT,Manager-000002,,0,,,,,
180.0,Deliver card,NaT,Manager-000006,,0,,,,,
180.0,EVENT 13 END,NaT,,,0,,,,,
180.0,Perform checks,NaT,Clerk-000001,,0,,,,,
180.0,Deliver card,NaT,Manager-000006,,1,Deliver card,Random delete (for augmentation only),,,
180.0,Notify accept,NaT,Manager-000002,,1,Notify accept,Random delete (for augmentation only),,,
185.0,Notify accept,2025-05-31 07:17:36,Manager-000006,,0,,,,,
185.0,Deliver card,2025-05-31 22:12:54,Manager-000003,,0,,,,,
185.0,Deliver card,2025-05-31 22:12:54,Manager-000003,,1,Check for completeness,Random swap,,,
185.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
185.0,New online application received,NaT,,,0,,,,,
185.0,Request info,NaT,Manager-000006,,0,,,,,
185.0,info received,NaT,,,0,,,,,
185.0,EVENT 13 END,NaT,,,0,,,,,
185.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
185.0,Perform checks,NaT,Clerk-000005,,0,,,,,
185.0,Make decision,NaT,Manager-000001,,0,,,,,
185.0,Check for completeness,NaT,Clerk-000003,,1,Deliver card,Random swap,,,
185.0,Check for completeness,NaT,Clerk-000003,,1,Check for completeness,Random delete (for augmentation only),,,
185.0,Request info,NaT,Manager-000006,,1,info received,Random swap,,,
185.0,info received,NaT,,,1,Request info,Random swap,,,
187.0,Request info,2025-05-31 09:51:18,Manager-000002,,0,,,,,
187.0,review request received,2025-05-31 12:05:48,,,0,,,,,
187.0,Check for completeness,2025-05-31 12:15:48,Clerk-000003,,0,,,,,
187.0,Check for completeness,2025-05-31 18:55:06,Clerk-000001,,0,,,,,
187.0,New online application received,2025-05-31 18:55:06,,,0,,,,,
187.0,Perform checks,2025-05-31 19:47:00,Clerk-000005,,0,,,,,
187.0,Request info,2025-05-31 20:18:12,Manager-000005,,0,,,,,
187.0,Make decision,2025-05-31 23:20:00,Manager-000005,,0,,,,,
187.0,Make decision,2025-05-31 23:20:00,Manager-000005,,1,Make decision,Random delete (for augmentation only),,,
187.0,notify reject,2025-05-31 23:58:06,Manager-000004,,0,,,,,
187.0,notify reject,2025-05-31 23:58:06,Manager-000004,,1,notify reject,Random delete (for augmentation only),,,
187.0,info received,NaT,,,0,,,,,
187.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
187.0,Perform checks,NaT,Clerk-000004,,0,,,,,
187.0,Make decision,NaT,Manager-000001,,0,,,,,
187.0,notify reject,NaT,Manager-000004,,0,,,,,
187.0,info received,NaT,,,0,,,,,
187.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
187.0,time out,NaT,,,0,,,,,
187.0,EVENT 13 END,NaT,,,0,,,,,
189.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
189.0,New online application received,NaT,,,0,,,,,
189.0,Perform checks,NaT,Clerk-000005,,0,,,,,
189.0,Make decision,NaT,Manager-000003,,0,,,,,
189.0,notify reject,NaT,Manager-000001,,0,,,,,
189.0,time out,NaT,,,0,,,,,
189.0,EVENT 13 END,NaT,,,0,,,,,
189.0,Check for completeness,NaT,Clerk-000003,,1,Check for completeness,Random delete (for augmentation only),,,
193.0,Request info,2025-05-31 02:01:00,Manager-000003,,0,,,,,
193.0,EVENT 13 END,2025-05-31 04:14:18,,,0,,,,,
193.0,info received,2025-05-31 05:15:12,,,0,,,,,
193.0,info received,2025-05-31 05:15:12,,,1,info received,Random delete (for augmentation only),,,
193.0,Check for completeness,2025-05-31 05:25:12,Clerk-000004,,0,,,,,
193.0,Perform checks,2025-05-31 23:35:00,Clerk-000006,,0,,,,,
193.0,Make decision,NaT,Manager-000005,,0,,,,,
193.0,Notify accept,NaT,Manager-000006,,0,,,,,
193.0,Deliver card,NaT,Manager-000002,,0,,,,,
193.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
193.0,New online application received,NaT,,,0,,,,,
193.0,Notify accept,NaT,Manager-000006,,1,Deliver card,Random swap,,,
193.0,Deliver card,NaT,Manager-000002,,1,Notify accept,Random swap,,,
194.0,Notify accept,2025-05-31 06:04:36,Manager-000006,,0,,,,,
194.0,Notify accept,2025-05-31 06:04:36,Manager-000006,,1,Deliver card,Random swap,,,
194.0,Deliver card,NaT,Manager-000004,,0,,,,,
194.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
194.0,New online application received,NaT,,,0,,,,,
194.0,EVENT 13 END,NaT,,,0,,,,,
194.0,Perform checks,NaT,Clerk-000005,,0,,,,,
194.0,Make decision,NaT,Manager-000001,,0,,,,,
194.0,notify reject,NaT,Manager-000002,,0,,,,,
194.0,review request received,NaT,,,0,,,,,
194.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
194.0,Perform checks,NaT,Clerk-000001,,0,,,,,
194.0,Make decision,NaT,Manager-000005,,0,,,,,
194.0,Deliver card,NaT,Manager-000004,,1,Notify accept,Random swap,,,
196.0,Perform checks,2025-05-31 01:39:36,Clerk-000001,,0,,,,,
196.0,Perform checks,2025-05-31 01:39:36,Clerk-000001,,1,Perform checks,Random delete (for augmentation only),,,
196.0,Make decision,2025-05-31 05:38:06,Manager-000002,,0,,,,,
196.0,notify reject,2025-05-31 11:46:18,Manager-000004,,0,,,,,
196.0,notify reject,2025-05-31 11:46:18,Manager-000004,,1,notify reject,Random delete (for augmentation only),,,
196.0,time out,NaT,,,0,,,,,
196.0,EVENT 13 END,NaT,,,0,,,,,
196.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
196.0,New online application received,NaT,,,0,,,,,
199.0,Deliver card,2025-05-31 03:16:18,Manager-000001,,0,,,,,
199.0,Perform checks,2025-05-31 05:35:54,Clerk-000006,,0,,,,,
199.0,Make decision,2025-05-31 06:58:18,Manager-000004,,0,,,,,
199.0,info received,2025-05-31 10:48:30,,,0,,,,,
199.0,info received,2025-05-31 10:48:30,,,1,Check for completeness,Random swap,,,
199.0,Check for completeness,2025-05-31 10:58:30,Clerk-000001,,0,,,,,
199.0,Check for completeness,2025-05-31 10:58:30,Clerk-000001,,1,info received,Random swap,,,
199.0,EVENT 13 END,2025-05-31 15:59:36,,,0,,,,,
199.0,Request info,NaT,Manager-000001,,0,,,,,
199.0,Request info,NaT,Manager-000005,,0,,,,,
199.0,Notify accept,NaT,Manager-000006,,0,,,,,
199.0,info received,NaT,,,0,,,,,
199.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
199.0,info received,NaT,,,0,,,,,
199.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
199.0,Request info,NaT,Manager-000004,,0,,,,,
199.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
199.0,New online application received,NaT,,,0,,,,,
199.0,info received,NaT,,,1,info received,Random delete (for augmentation only),,,
199.0,Check for completeness,NaT,Clerk-000004,,1,info received,Random swap,,,
199.0,info received,NaT,,,1,Check for completeness,Random swap,,,
203.0,notify reject,2025-05-31 05:36:30,Manager-000002,,0,,,,,
